trip_distance,total_amount
5.4,31.8
2.14,21.28
4.95,34.3
3.61,52.87
6.47,49.4
2.71,19.2
3.36,27.6
0.95,14.3
1.45,13.6
0.51,12.8
1.27,16.32
2.72,30.0
1.6,19.65
0.7,14.6
0.79,12.5
2.28,26.4
1.32,18.0
2.71,42.7
11.25,60.75
4.01,26.6
1.18,13.22
2.16,21.6
2.25,19.2
6.5,48.2
2.25,31.44
4.23,38.16
1.5,26.4
2.35,32.24
0.17,9.4
2.04,23.88
1.17,12.9
2.21,22.2
1.28,17.25
6.13,45.0
1.65,21.36
3.76,43.7
2.3,24.0
4.31,33.96
0.5,12.1
5.1,35.4
1.81,19.0
1.34,12.9
8.41,42.95
0.46,11.75
1.04,16.13
1.6,20.5
1.1,15.2
1.31,161.0
2.8,21.3
3.1,35.7
0.4,14.2
5.3,39.5
0.5,10.1
0.5,14.5
2.2,37.1
1.86,18.84
1.43,18.84
0.7,18.0
1.06,14.64
2.49,22.66
1.14,20.0
1.13,14.84
0.9,15.7
2.2,22.6
4.6,35.35
8.27,71.76
8.1,54.69
7.57,54.12
1.46,20.0
2.1,21.5
8.4,49.98
2.02,24.96
4.16,32.5
0.8,14.6
3.3,36.45
2.5,19.2
1.2,15.45
5.8,33.5
1.59,19.68
1.72,19.62
0.89,13.8
1.57,16.4
0.71,12.96
3.2,38.15
1.06,14.3
1.15,17.16
1.02,15.48
4.0,29.76
2.58,21.3
1.1,18.0
1.0,12.9
2.4,33.6
2.33,17.8
0.38,11.28
6.32,48.24
1.15,13.6
1.55,16.44
17.43,143.44
14.6,59.75
3.76,44.04
5.9,43.15
3.05,25.4
0.91,14.3
3.03,32.28
1.52,18.84
2.05,21.9
1.51,24.1
2.1,21.35
1.16,14.64
2.21,22.2
1.31,17.16
2.5,51.8
1.62,32.28
2.16,28.08
2.8,26.9
6.1,28.95
10.45,69.05
2.89,27.24
1.11,18.75
0.77,16.5
5.74,36.7
1.04,9.0
1.27,15.73
0.59,13.8
1.28,18.0
3.9,28.3
1.3,17.0
1.9,22.08
0.87,11.8
0.64,12.12
0.75,10.8
1.79,20.52
4.14,31.88
6.4,58.1
4.02,36.25
2.19,23.4
4.65,34.8
3.0,26.65
12.24,63.35
0.49,12.5
1.64,20.5
0.54,13.22
0.34,9.4
1.88,23.12
1.05,15.3
0.51,12.12
1.69,21.36
3.43,28.92
0.5,12.95
1.74,21.36
4.3,31.45
1.78,24.9
1.4,16.8
6.8,34.9
4.71,29.0
0.93,14.7
0.92,14.64
1.0,15.25
2.75,35.64
0.86,14.6
4.4,26.2
0.67,12.96
0.88,15.0
0.87,14.38
1.01,15.48
2.13,24.96
2.58,17.8
2.96,29.9
0.65,13.8
5.67,50.25
20.28,99.62
0.01,74.0
1.34,19.68
3.35,32.0
2.54,30.6
2.6,25.9
1.56,20.52
2.71,25.5
1.5,24.05
0.9,16.4
1.4,20.5
1.1,16.3
3.2,29.75
3.5,28.7
5.56,38.8
2.63,42.36
4.9,31.51
5.5,54.9
1.1,16.32
1.57,24.1
0.35,21.36
2.63,30.6
2.3,27.24
1.79,21.2
0.7,13.8
0.94,18.0
2.15,24.96
2.27,24.72
0.6,11.5
1.92,20.52
0.84,13.5
1.16,17.0
1.73,17.16
0.73,16.32
2.07,23.88
0.95,13.8
2.81,26.4
0.91,10.7
1.74,16.79
1.83,20.52
0.75,15.25
2.96,28.92
1.33,15.25
0.75,20.1
0.62,13.6
2.5,51.12
5.6,33.05
2.48,27.24
2.15,23.04
1.2,21.35
4.1,36.7
1.0,16.3
2.5,24.72
1.11,14.4
3.35,28.08
1.18,14.64
7.07,41.52
0.56,14.64
9.17,56.26
0.5,10.1
1.46,16.7
1.1,14.64
1.14,15.25
0.99,14.84
0.84,12.2
4.22,41.52
1.7,18.5
0.9,14.9
1.4,18.0
6.0,39.44
2.64,27.6
1.2,17.16
1.39,18.75
3.38,40.68
1.81,24.72
2.49,23.88
2.39,32.28
1.09,15.48
1.77,18.0
7.6,82.29
1.16,23.04
1.8,19.1
4.98,39.84
1.28,15.34
2.61,23.7
1.88,19.68
5.46,35.5
0.96,18.0
1.68,23.4
10.37,58.32
2.57,39.84
2.49,21.36
3.9,36.2
4.99,46.56
0.79,13.8
1.7,15.7
2.68,26.63
1.43,17.25
1.16,17.16
0.66,12.2
2.72,41.52
1.29,17.16
3.5,32.3
1.31,16.4
2.99,26.4
0.3,11.7
2.1,21.7
3.6,19.5
2.6,30.4
0.52,15.48
1.34,12.9
1.36,16.0
0.5,17.1
8.4,55.6
0.89,12.96
0.91,13.9
3.66,36.25
1.31,17.16
0.84,15.25
2.42,27.24
4.84,37.7
1.96,18.84
0.7,14.65
0.5,12.65
4.1,36.5
1.9,16.4
2.7,22.0
0.79,14.64
0.84,15.48
0.57,10.8
1.93,25.56
0.57,12.3
0.37,9.4
2.25,20.52
2.7,26.4
6.91,49.01
1.97,18.86
1.34,18.84
1.87,24.87
1.89,17.8
1.0,14.3
1.11,16.32
0.89,16.32
5.37,43.2
0.88,14.64
1.47,17.1
1.16,15.0
1.03,17.0
4.1,26.2
1.6,18.75
3.75,42.2
8.16,62.45
2.06,27.8
0.91,17.25
4.98,59.16
0.6,12.5
1.8,17.16
6.2,41.5
1.33,18.0
1.09,16.6
1.43,17.0
1.6,15.0
1.2,15.48
0.97,15.6
5.66,36.48
2.09,19.62
0.79,13.22
1.11,15.23
1.51,14.3
2.04,18.84
0.74,12.96
0.96,15.48
0.88,13.5
0.58,11.8
0.8,13.8
2.02,22.9
1.32,23.88
0.81,15.25
1.4,37.32
1.05,13.6
0.55,13.8
0.9,18.84
2.23,23.88
1.72,16.4
6.66,47.2
5.2,33.95
0.5,9.4
1.6,19.7
1.6,20.52
2.32,22.2
1.6,26.4
7.54,45.1
18.09,80.75
3.44,35.75
1.13,16.32
0.94,13.6
1.49,18.0
1.84,21.36
0.9,13.8
5.2,59.15
1.31,15.0
4.21,32.28
3.05,24.72
0.77,13.8
1.9,22.2
0.92,12.2
0.7,13.8
0.9,18.84
2.0,18.5
3.3,23.4
3.29,56.38
2.14,21.36
1.56,13.7
0.48,12.2
1.29,23.88
0.69,12.96
1.4,20.6
9.1,42.3
2.88,24.8
1.88,23.04
2.18,20.52
0.9,17.88
2.44,34.8
2.62,24.2
1.56,17.1
6.95,34.6
0.85,17.9
1.14,14.3
2.97,25.9
0.6,13.8
2.81,28.7
0.86,12.9
1.0,12.5
1.5,16.3
2.7,21.9
10.16,52.15
1.54,20.52
1.13,18.59
4.88,37.32
1.35,18.84
18.77,102.92
0.61,12.62
3.75,26.1
0.84,15.48
1.01,17.16
1.03,20.52
4.5,45.0
3.09,39.6
5.2,45.8
4.53,43.25
1.51,21.36
2.3,24.3
3.6,29.7
1.9,20.5
2.18,21.89
0.89,17.68
1.69,21.36
5.17,39.84
13.01,70.94
1.63,32.0
0.69,13.9
0.53,12.96
1.7,19.68
0.89,15.48
0.62,28.08
1.3,15.45
1.6,23.85
3.6,33.2
4.0,35.6
3.57,34.6
3.67,33.2
6.83,45.14
3.08,35.38
1.17,12.91
4.81,39.84
17.5,99.19
0.53,16.5
3.72,35.64
2.63,23.3
1.59,21.83
2.12,20.5
5.21,42.3
2.68,32.24
1.46,29.51
4.85,29.3
1.3,19.65
0.9,14.3
7.2,58.01
2.3,18.5
5.8,63.5
3.24,36.25
1.26,15.6
2.73,30.3
2.18,21.3
2.21,24.0
2.68,45.72
1.82,27.24
2.69,23.04
5.5,25.8
1.85,21.36
1.27,18.81
2.14,27.24
4.6,26.2
0.7,12.8
4.5,39.5
18.04,86.47
1.09,10.4
3.82,33.12
0.83,14.64
0.41,13.13
1.18,16.32
3.08,57.25
2.86,27.4
1.58,15.35
0.6,10.1
2.97,26.4
1.21,17.25
0.44,11.3
4.07,37.4
1.1,19.65
1.9,21.35
0.2,8.7
7.0,39.0
6.99,45.1
6.4,45.3
6.2,39.8
4.86,36.0
3.1,28.08
1.12,23.88
0.53,12.96
1.25,14.3
2.99,32.6
3.73,29.51
0.7,12.96
0.9,13.8
0.7,12.1
0.8,14.5
1.4,18.4
0.5,13.8
1.63,21.38
5.18,31.0
4.73,31.44
2.1,18.84
3.24,25.13
3.48,22.7
1.43,15.7
3.65,23.4
2.29,31.44
1.72,20.52
3.2,24.58
4.75,31.44
4.69,54.96
0.24,17.88
0.62,11.8
2.13,25.75
0.66,12.42
0.88,12.96
0.92,13.7
1.14,14.64
1.74,21.36
3.74,34.0
1.97,20.52
1.85,18.5
0.39,10.1
2.75,20.6
8.95,60.36
0.72,13.6
6.76,36.0
0.56,27.24
4.29,39.84
1.45,29.25
3.94,36.6
1.1,13.9
1.1,15.7
1.4,16.3
0.4,12.1
0.82,22.6
0.76,20.6
5.97,50.7
1.38,23.04
1.31,18.84
2.49,31.7
2.26,39.5
14.47,75.96
1.94,19.62
2.19,22.2
3.1,27.0
0.7,11.1
3.6,40.4
2.6,28.2
8.39,56.64
0.8,15.5
1.1,14.4
4.75,28.3
1.54,25.56
3.39,39.75
0.42,10.4
0.98,14.64
0.71,11.5
1.51,23.88
1.81,19.68
4.39,51.12
1.0,16.3
1.2,21.3
2.5,29.75
0.5,17.0
8.3,55.6
2.6,24.4
2.06,22.2
4.36,43.01
2.37,28.6
4.19,33.96
0.91,13.8
3.37,25.56
1.81,18.75
0.85,14.84
1.17,17.16
2.37,20.5
11.03,60.0
3.84,28.9
5.0,58.3
14.6,66.15
1.69,18.0
2.05,20.52
1.07,15.0
2.55,28.92
1.59,16.3
0.21,9.57
0.96,14.2
4.56,39.0
4.9,58.4
3.59,34.8
3.14,24.4
1.84,19.2
1.38,18.75
1.41,15.7
2.02,17.8
0.85,13.8
1.86,21.36
5.51,42.36
1.47,19.1
1.03,25.4
1.1,13.9
3.0,28.3
0.8,17.15
9.77,48.5
0.92,23.04
0.39,13.13
4.0,39.0
2.4,23.0
1.26,14.84
2.71,30.6
3.7,39.0
1.41,18.0
2.32,21.83
10.3,65.88
3.73,24.7
6.82,41.52
1.51,13.5
19.3,96.24
0.7,13.5
3.3,49.1
1.02,19.5
7.59,70.08
1.76,20.52
2.46,24.0
3.99,33.12
2.24,21.38
0.49,10.1
5.97,33.21
1.61,20.2
0.85,16.32
3.47,31.44
5.8,40.65
0.93,13.6
1.24,15.0
1.89,28.5
2.21,25.8
5.39,44.88
7.9,41.65
2.66,23.12
1.67,22.2
8.24,41.6
0.65,12.2
2.77,30.42
4.67,34.6
0.9,15.0
1.59,38.61
1.55,18.84
1.6,14.3
2.96,34.97
0.45,11.28
4.87,33.96
4.15,20.2
0.62,16.32
0.32,11.28
4.3,34.8
1.66,15.0
1.89,21.36
3.04,22.7
4.62,31.8
1.73,23.04
6.08,45.0
0.9,12.2
3.0,34.7
19.54,85.19
19.54,87.69
7.49,44.94
5.51,40.9
4.1,26.91
5.42,27.55
3.68,52.44
0.7,15.0
1.55,18.0
1.54,16.4
3.91,37.6
2.41,22.0
1.43,18.75
0.92,15.23
1.41,16.32
6.07,36.57
2.19,21.8
1.18,12.2
2.28,20.6
2.22,24.8
0.57,14.3
0.49,14.3
1.56,17.16
0.77,13.8
0.77,13.8
2.73,25.56
7.08,44.88
1.81,18.8
2.15,18.53
3.9,26.9
1.52,17.1
1.67,20.6
2.52,33.62
1.36,28.08
1.5,22.23
1.77,21.6
3.38,83.2
10.2,40.6
0.95,16.32
0.65,14.64
1.31,17.7
2.07,16.49
1.24,16.4
5.08,31.15
2.57,28.08
1.16,15.6
0.3,11.25
1.2,13.6
2.04,39.0
1.41,23.88
1.03,14.96
12.32,62.8
0.63,14.64
0.74,14.3
0.93,31.8
19.98,87.11
1.27,13.6
0.89,15.48
1.48,21.38
3.92,36.0
2.4,20.6
0.5,11.4
1.37,20.7
18.98,93.19
4.55,35.38
1.63,15.3
4.01,27.24
1.72,18.0
1.22,12.2
4.13,34.8
0.37,12.12
0.47,11.28
0.65,16.7
3.32,25.58
2.5,28.05
5.73,39.84
1.29,15.48
2.56,33.12
0.48,10.8
1.31,17.25
1.08,16.0
1.38,18.0
1.25,17.16
1.7,14.25
2.02,24.0
0.79,15.48
3.1,25.4
3.25,50.76
2.2,23.12
1.56,18.84
0.61,13.8
0.42,11.28
4.86,32.28
1.57,18.1
2.34,25.75
0.98,15.25
3.4,40.68
2.84,29.51
2.2,23.04
0.82,10.8
0.55,11.28
0.79,13.8
0.89,10.8
1.22,12.9
1.36,22.2
1.9,19.58
3.1,30.6
0.45,12.5
1.13,17.16
1.02,14.84
0.91,14.64
2.05,24.72
0.6,11.8
0.6,12.8
4.6,32.7
1.2,16.2
0.6,21.3
1.08,19.68
2.6,29.5
4.21,31.44
2.08,29.51
2.65,25.56
0.76,13.8
2.11,24.2
9.58,57.54
1.43,18.0
1.0,13.9
1.65,23.4
1.71,18.84
1.74,24.72
4.54,39.0
0.75,13.5
1.17,17.16
2.45,26.4
0.69,12.12
2.72,28.92
1.49,18.84
0.53,19.68
1.34,18.0
1.42,15.0
16.51,91.85
1.9,19.0
1.3,22.0
1.0,15.45
1.01,15.64
0.63,11.8
0.96,13.8
0.61,14.03
1.96,20.52
1.03,12.2
1.39,14.3
2.86,19.5
0.97,13.5
1.24,20.52
1.35,34.5
2.73,32.75
0.31,12.12
0.93,23.12
1.29,15.48
5.7,40.7
1.2,14.64
4.96,39.5
5.32,60.0
3.35,24.2
13.85,77.64
0.8,16.3
1.7,21.3
10.6,60.0
1.93,21.36
1.84,27.24
9.75,72.18
2.19,22.2
8.23,40.2
1.12,16.02
5.24,49.08
3.9,33.39
0.4,12.95
1.42,16.32
0.87,15.48
7.54,45.9
4.31,35.75
4.1,39.8
2.13,25.0
1.05,15.6
1.38,17.16
1.0,16.3
2.5,21.35
1.0,14.65
3.05,37.32
7.65,47.4
1.13,15.48
0.55,12.8
0.3,11.28
1.14,16.32
2.17,21.36
3.81,27.24
3.72,28.08
3.8,31.4
0.99,20.52
1.23,15.0
3.76,42.37
1.57,20.52
0.7,14.3
2.05,28.92
1.42,18.0
4.52,35.64
1.4,18.8
1.3,13.6
0.9,14.6
1.5,15.7
1.55,20.52
5.6,38.85
1.7,17.15
1.1,14.64
1.87,20.2
1.63,21.12
1.36,22.25
0.12,10.8
1.88,28.92
6.52,47.4
1.7,21.38
2.54,26.4
1.0,16.32
1.6,15.0
3.8,43.2
2.76,24.1
4.66,31.88
1.79,19.8
0.73,12.96
1.71,18.0
1.18,33.96
1.8,22.2
1.94,22.2
0.87,12.2
4.15,33.96
1.23,19.68
3.93,36.48
15.79,96.15
23.3,96.79
1.9,33.3
0.8,16.3
1.3,19.5
5.47,28.3
1.24,15.7
1.4,15.0
1.01,12.9
3.0,41.52
1.57,16.32
1.18,16.32
1.7,20.5
1.03,12.2
0.42,13.1
1.0,12.9
2.0,23.4
2.28,22.1
0.96,16.32
0.76,17.16
6.33,30.35
0.53,16.32
2.5,28.78
1.62,17.88
2.76,26.4
4.32,34.8
1.8,20.2
1.4,17.65
1.36,16.32
2.45,24.72
2.84,22.2
4.62,44.88
1.45,18.0
2.62,24.72
9.36,67.56
7.84,36.7
5.59,26.15
4.56,33.2
4.75,40.43
2.68,22.7
6.56,47.9
2.22,19.9
18.6,102.92
0.71,21.5
3.19,34.6
1.8,17.8
0.54,14.3
3.8,34.6
1.7,23.5
1.96,20.52
1.92,18.9
6.42,40.9
1.5,24.85
0.75,12.8
4.6,36.7
0.7,13.5
3.0,29.1
1.03,16.32
6.86,43.8
4.61,52.09
1.71,18.0
3.12,44.88
1.71,20.5
2.79,27.24
4.46,36.52
1.86,17.8
1.93,18.5
2.44,32.75
0.97,14.64
1.63,31.44
2.11,27.24
0.4,12.6
3.6,53.28
3.61,26.2
1.36,18.84
3.35,33.96
1.31,31.8
2.86,30.6
0.46,12.62
1.97,18.5
6.96,45.89
3.92,22.0
0.76,11.5
3.15,35.64
0.94,15.25
3.03,27.24
3.99,28.08
6.22,39.0
3.56,23.4
2.05,34.8
1.36,15.7
2.8,30.94
0.81,13.6
1.03,30.6
2.78,25.5
5.7,59.5
1.86,18.5
2.73,23.04
4.61,53.17
1.06,14.03
1.0,15.48
1.02,15.48
1.47,18.84
2.5,28.9
2.6,20.6
1.48,16.4
0.24,11.28
2.41,24.72
0.65,10.1
2.13,20.6
0.66,13.22
1.37,17.88
4.7,30.9
0.97,15.25
0.75,12.96
2.26,21.3
3.48,29.76
1.67,19.68
8.64,47.84
2.9,27.72
2.7,24.7
3.1,21.3
1.5,17.16
1.5,22.2
2.47,27.24
4.04,36.48
5.02,43.3
5.51,35.3
2.27,25.56
1.94,21.36
1.84,24.72
0.7,12.2
1.8,20.45
2.4,24.4
0.84,17.16
0.68,12.9
11.56,61.14
1.6,24.1
1.53,18.86
1.51,34.98
4.62,54.12
0.85,16.32
4.24,29.6
1.01,12.65
2.0,16.4
2.18,20.5
4.95,31.1
0.6,11.8
1.04,16.32
5.22,43.9
3.03,25.5
3.53,26.78
1.24,19.68
2.47,29.0
12.21,70.08
1.2,18.85
3.1,25.55
1.6,23.15
3.45,26.8
1.61,17.16
1.93,43.2
0.4,17.0
1.7,17.15
7.0,42.35
4.0,32.3
2.03,19.5
1.57,23.04
0.52,12.22
0.95,13.8
3.3,48.24
3.05,34.16
5.92,34.9
2.46,29.7
2.44,22.7
1.83,19.68
4.84,35.64
5.59,38.16
1.4,18.84
3.45,33.1
1.01,14.3
1.83,44.04
4.88,39.5
3.19,25.56
2.73,25.56
3.61,33.62
1.42,16.4
0.5,12.12
0.53,12.62
0.67,8.3
5.6,38.8
1.53,19.68
0.63,16.32
2.36,32.28
1.78,30.6
3.67,29.7
4.32,31.44
5.0,35.64
2.28,25.87
1.91,21.0
1.51,19.68
1.45,22.2
1.86,18.5
1.35,12.5
0.98,16.77
12.15,78.94
1.79,23.04
4.13,33.62
6.84,55.8
0.84,22.2
1.86,29.01
2.51,24.5
2.44,21.36
5.8,65.9
0.7,12.95
1.0,17.0
13.0,86.79
4.5,33.1
2.9,30.6
4.4,32.75
1.5,18.8
1.4,20.45
3.8,38.15
1.4,20.55
0.7,12.95
1.4,23.1
2.5,33.95
1.16,15.25
15.74,76.74
0.51,12.12
4.02,32.28
0.98,22.7
2.25,33.12
4.96,33.62
1.36,18.0
1.48,16.4
1.42,16.4
1.41,14.9
0.94,17.16
1.67,21.6
9.16,45.1
1.12,18.75
0.44,9.4
0.38,12.12
1.45,17.16
3.7,36.48
5.43,45.72
0.5,15.9
2.03,23.04
3.53,34.8
0.27,12.12
0.44,13.13
1.3,16.3
1.04,15.48
1.17,19.68
0.97,16.32
1.85,24.72
1.86,18.0
7.23,45.9
8.0,46.65
10.63,55.87
2.08,18.5
3.18,29.51
1.34,18.0
1.6,17.7
0.8,13.8
0.89,12.2
3.31,26.4
0.86,13.6
1.29,28.3
0.62,22.2
12.01,66.1
1.31,18.84
1.73,21.0
19.2,90.9
0.47,11.28
0.49,12.12
3.49,48.24
0.3,11.7
0.5,13.15
0.8,12.96
12.9,57.24
5.34,40.6
3.14,28.6
2.62,44.88
2.2,22.2
3.69,33.96
0.72,12.96
2.3,19.8
1.48,21.36
1.78,18.5
0.7,12.2
1.5,17.15
2.06,21.36
1.5,17.7
4.67,36.48
0.72,16.32
0.67,11.62
0.7,10.79
2.8,22.2
1.0,16.32
3.15,29.76
4.27,33.12
2.19,25.3
2.34,24.72
2.02,23.5
2.48,36.48
3.98,22.65
0.45,13.13
0.7,16.32
1.18,14.6
1.0,17.1
1.3,18.85
0.66,16.77
0.87,14.64
7.09,73.44
1.78,20.52
1.06,13.8
0.58,10.8
1.72,17.16
2.27,25.56
2.21,21.36
0.42,12.12
0.52,12.12
1.07,17.16
0.38,13.5
2.43,35.64
2.49,19.2
5.01,51.3
0.36,10.79
0.88,14.75
0.61,9.96
9.64,50.35
14.27,64.95
2.86,28.92
2.26,23.88
1.83,23.3
0.6,12.95
1.8,28.9
17.25,85.8
13.76,73.15
1.96,22.25
0.39,10.34
0.92,14.64
1.28,17.68
3.74,31.1
3.67,25.4
3.03,30.42
16.38,67.35
1.8,22.2
0.93,12.9
1.87,21.36
1.1,17.0
5.0,44.85
0.91,17.0
2.42,22.25
0.7,13.8
0.98,15.48
3.21,31.13
4.33,68.4
1.7,15.7
2.57,25.87
9.12,56.64
5.06,40.37
0.12,10.8
0.13,74.0
16.43,80.74
1.31,14.6
1.8,16.5
1.66,17.88
1.91,24.5
6.12,38.16
1.09,12.9
1.9,24.72
6.77,33.2
1.85,18.0
2.35,22.7
3.2,25.5
1.9,25.0
0.65,17.16
1.81,19.68
4.51,31.44
3.12,28.4
4.9,43.2
0.85,17.16
1.9,21.35
1.2,17.15
0.89,14.03
3.03,24.72
1.58,19.68
0.8,12.65
0.84,11.7
0.7,12.7
0.68,13.8
3.99,32.28
0.7,15.45
1.5,19.65
1.02,17.16
0.18,12.12
1.3,16.0
6.52,57.41
2.0,20.1
1.9,18.9
0.9,15.8
1.95,21.36
2.45,59.16
16.7,83.45
1.3,12.9
0.4,15.1
1.9,20.5
1.8,23.1
6.5,43.01
5.7,48.2
1.1,13.42
0.6,10.1
4.2,32.7
4.82,44.14
5.53,38.16
1.54,46.1
5.01,38.8
2.9,24.0
2.65,25.56
4.62,30.3
1.05,15.48
1.21,17.68
2.22,25.75
0.79,17.8
1.6,22.0
0.5,13.5
4.5,30.6
2.1,18.5
1.09,26.2
3.9,28.92
2.82,97.2
0.9,15.5
7.31,54.6
2.94,28.08
2.22,23.88
1.61,18.0
10.28,71.18
8.79,58.25
1.61,28.08
1.08,18.0
1.44,21.36
1.2,16.32
1.56,18.84
0.08,8.7
1.06,15.3
0.51,22.7
0.51,26.5
1.59,30.6
0.65,11.5
1.82,24.0
10.0,57.0
9.33,74.2
1.85,20.5
8.81,51.5
3.5,28.55
1.7,30.63
1.1,14.3
0.36,11.62
1.41,18.0
3.37,29.32
0.72,14.64
4.18,76.0
4.04,45.2
1.44,18.84
1.85,17.8
2.08,20.1
10.0,62.1
1.91,15.0
2.43,20.47
8.06,42.68
1.71,22.25
0.55,10.1
0.78,15.48
3.36,34.8
2.4,23.9
1.6,18.5
2.57,25.56
6.55,44.88
4.11,25.1
0.91,15.25
1.67,19.5
2.93,25.56
6.02,38.61
0.98,14.3
2.3,23.0
1.9,19.2
4.14,54.12
1.4,19.7
1.6,21.36
4.22,51.12
4.7,36.52
1.1,17.1
0.5,18.85
2.6,35.64
0.73,22.2
0.75,15.1
4.49,33.12
1.05,16.32
7.79,78.48
1.3,17.65
2.0,19.65
1.9,25.6
3.39,30.6
0.67,12.96
2.62,27.24
1.0,15.48
1.15,14.3
1.91,22.2
0.46,10.4
1.57,28.92
1.48,17.68
1.85,20.5
1.44,19.68
5.51,31.1
0.85,14.64
1.77,23.04
2.76,32.28
1.45,20.41
1.96,25.56
25.13,119.89
2.01,19.2
4.81,46.23
2.39,27.24
2.26,22.25
6.12,45.88
3.24,30.6
6.32,36.7
4.26,54.99
0.11,14.3
0.72,12.5
1.1,17.2
2.9,32.67
0.71,12.5
2.3,23.88
1.8,21.36
1.93,17.8
5.26,51.8
1.03,16.44
0.8,14.6
0.83,12.96
15.73,74.35
1.02,12.4
5.3,24.4
1.9,16.4
5.76,35.0
1.49,17.16
0.8,12.2
3.06,31.9
3.93,26.9
2.93,39.84
2.6,23.85
0.6,17.7
2.7,24.9
1.44,24.1
2.58,23.88
1.93,28.3
2.05,22.3
0.5,21.3
2.14,23.88
4.71,24.75
7.43,54.96
2.4,21.35
1.0,16.1
1.0,14.3
3.98,28.08
4.68,40.14
1.84,18.86
1.7,19.5
0.82,19.1
1.4,14.6
1.0,14.64
4.2,26.2
2.6,23.7
1.8,19.68
3.92,35.4
2.6,24.6
1.7,21.3
3.14,34.1
1.28,17.0
5.12,41.15
0.85,15.0
2.11,25.56
0.94,24.72
2.79,28.08
5.61,34.5
0.65,10.8
0.74,14.14
1.13,15.48
7.19,46.75
1.14,16.77
2.97,28.52
0.71,12.9
9.94,56.64
4.08,80.16
0.4,9.4
0.9,14.3
2.22,21.36
5.61,52.44
1.39,22.2
1.08,15.48
2.69,36.48
1.85,33.12
0.99,15.48
1.07,18.0
0.57,12.2
3.04,43.2
1.68,24.4
3.29,33.1
0.9,13.8
1.02,20.6
0.56,12.42
1.07,13.4
2.82,31.0
1.76,17.16
2.47,26.3
3.75,33.96
3.05,21.4
1.37,22.23
2.57,29.76
1.86,18.06
0.63,17.16
1.04,44.12
0.49,12.12
1.81,17.4
7.33,45.0
2.31,20.35
0.45,15.8
3.6,31.4
1.5,20.0
11.9,51.4
0.91,16.32
0.88,12.9
2.1,23.04
0.61,14.64
5.7,35.4
1.3,16.3
1.77,20.5
3.54,26.4
3.36,32.54
2.15,24.72
0.34,10.4
1.65,29.0
2.14,21.36
1.64,15.0
1.55,30.0
1.0,22.8
2.26,35.13
0.87,14.03
1.26,18.0
4.45,30.4
1.3,22.2
2.0,23.85
3.8,83.4
1.4,22.0
2.3,22.9
0.6,12.8
1.2,18.84
0.44,12.12
1.8,23.0
2.82,24.0
1.2,15.25
3.1,34.8
1.8,24.0
0.5,10.8
1.6,22.7
2.4,19.5
1.4,17.7
1.7,21.35
4.1,44.0
5.75,36.7
1.52,15.73
4.62,34.5
2.08,22.25
1.3,22.2
3.6,29.75
0.96,15.25
1.23,18.84
5.0,38.15
8.2,41.6
6.12,36.91
2.3,27.6
6.6,36.7
3.04,22.7
1.4,34.8
2.9,121.2
2.33,25.56
1.68,22.7
2.36,21.36
0.87,15.48
0.7,12.12
0.63,13.5
2.8,26.6
0.7,14.0
2.7,24.85
0.7,12.95
1.4,20.45
3.4,25.5
1.2,17.15
1.59,22.23
0.73,16.32
3.18,30.7
3.2,34.5
1.3,18.5
2.0,21.3
0.8,11.8
1.8,18.85
0.9,16.32
1.34,16.0
5.19,44.88
4.7,42.35
3.7,33.95
1.51,22.75
1.25,26.2
1.17,17.16
1.98,21.36
0.32,10.44
2.5,29.2
5.0,31.1
0.26,8.63
2.81,29.25
0.58,12.2
1.8,22.2
11.2,76.04
4.04,35.64
2.45,18.5
4.5,33.15
6.1,46.75
2.47,20.52
0.7,13.8
6.05,53.65
3.8,27.2
0.5,13.5
2.0,22.25
4.0,25.5
3.4,22.0
2.8,27.7
14.27,58.35
0.58,15.0
3.11,36.79
1.77,17.4
2.52,26.4
3.03,29.8
1.31,17.7
10.25,46.45
3.45,21.3
10.02,54.12
1.55,16.5
1.6,17.27
14.73,116.4
2.29,19.1
1.07,14.71
1.44,27.24
24.83,105.24
1.7,22.2
1.6,24.7
2.1,26.75
9.77,71.85
4.11,54.6
0.73,12.42
0.53,12.12
0.49,12.12
0.76,13.8
0.35,11.28
1.1,15.48
1.28,16.4
1.19,17.25
0.51,12.96
5.02,59.62
9.33,73.07
1.1,13.6
4.86,49.08
7.97,59.43
2.14,23.04
2.79,27.5
1.79,14.6
0.02,34.77
12.26,109.5
2.15,29.76
0.86,17.16
6.09,56.64
11.25,47.15
18.57,89.34
1.8,22.7
1.8,23.4
3.6,26.9
1.42,17.1
0.89,15.48
2.77,29.76
9.54,70.92
2.44,24.72
2.17,21.3
27.08,176.22
1.67,19.68
0.49,12.2
1.88,27.72
2.2,41.52
1.32,12.2
4.39,48.24
6.53,48.5
1.5,27.24
2.0,19.9
1.2,14.64
3.23,28.08
0.5,11.5
0.7,13.8
0.5,15.25
1.7,21.4
1.0,13.9
1.6,18.85
0.34,9.4
1.03,14.6
3.53,24.4
1.15,17.16
1.9,8.7
2.89,23.4
2.35,18.5
1.6,13.2
4.51,38.16
0.61,12.12
1.69,16.32
0.96,13.3
1.24,16.32
1.52,17.16
1.56,15.7
1.46,19.68
9.19,58.32
0.75,15.48
3.89,52.8
1.0,17.15
1.5,23.05
1.8,21.36
1.4,14.3
1.9,21.6
1.8,23.85
